id,confidence,score,title,publisher,url,description,reasons
r-2176,medium,4,NOAA SciJinks — Classroom Activities (All About Weather),NASA / NOAA Earth-Systems Education,https://scijinks.gov/classroom-activities/,"NOAA's middle-school weather-and-climate activity library, including the Precipitation Simulator and water-budget murals — directly relevant to Strand E content.",title_weak:activities; url_shallow:/classroom-activities/; url_trailing_slash:/
r-1648,medium,4,NRICH - Number Problems for Ages 11-14,Enrichment and Problem-Solving Resources,https://nrich.maths.org/problems,"Cambridge's NRICH programme offers rich, engaging problems with 'low-threshold, high-ceiling' design. Problems develop deeper number understanding through exploration and multiple solution pathways.",title_weak:problems; url_shallow:/problems; url_weak:/problems
r-2085,medium,4,NRICH — Equations and Formulae Stage 3,Online Platform,https://nrich.maths.org/equations-and-formulae-stage-3,"Cambridge University's NRICH Stage 3 (ages 11-14) collection on equations and formulae, organized by problem type. Each task includes a teacher version with anticipated approaches and example student work — ideal for problem-based instruction.",url_shallow:/equations-and-formulae-stage-3; desc_phrase:organized by
r-1086,medium,4,"NRICH — Fractions, Decimals and Percentages (Age 11–16)",Enrichment and Problem-Solving,https://nrich.maths.org/fractions-decimals-and-percentages-age-11-16,"NRICH's curated collection of rich tasks for ages 11–16 focusing on fractions, decimals, and percentages. Tasks develop deep mathematical thinking and problem-solving skills, with teacher notes and solution discussions for each activity.",url_shallow:/fractions-decimals-and-percentages-age-11-16; desc_phrase:collection of
r-1020,medium,4,NRICH — Patterns and Sequences (Age 7-11),Enrichment and Problem-Based Learning,https://nrich.maths.org/patterns-and-sequences-age-7-11,"University of Cambridge NRICH collection of open-ended, low-threshold high-ceiling problems focusing on pattern discovery and generalization, encouraging algebraic thinking through exploration.",url_shallow:/patterns-and-sequences-age-7-11; desc_phrase:collection of
r-1882,medium,4,Ontario 2022 Science and Technology Curriculum — Grade 7 Strands Overview,Official Curriculum Documents,https://www.dcp.edu.gov.on.ca/en/curriculum/science-technology/grades/grade-7/strands,Top-level Grade 7 curriculum page listing all five strands with their overall expectations. Useful reference for cross-strand planning and for showing where Strand B fits within the year.,title_strong:curriculum; many_expectations:n=5
r-2023,medium,4,Ontario Curriculum and Resources — Grade 8 Geography Strands (DCP Portal),Official Curriculum Documents and Portals,https://www.dcp.edu.gov.on.ca/en/curriculum/elementary-sshg/grades/g8-geo/strands,"Ontario Ministry of Education curriculum portal page that lists Grade 8 Geography strand expectations, with direct navigation into Strand B Global Settlement and B-strand specific expectations. Primary authoritative reference for unit and lesson planning.",title_strong:curriculum; title_weak:resources
r-1002,medium,4,Ontario Curriculum Grades 1-8 Mathematics 2020,Official Ontario Curriculum Documents and Portal,https://assets-us-01.kc-usercontent.com/fbd574c4-da36-0066-a0c5-849ffb2de96e/08f5a14f-576a-4282-af82-096dc302ed10/Algebra_AODA.pdf,"Complete AODA-compliant PDF of the 2020 Ontario Mathematics curriculum for Algebra strand, providing comprehensive overview of all expectations for patterns, equations, and coding.",title_strong:curriculum; many_expectations:n=4
r-1313,medium,4,Ontario Curriculum Mathematics (2020) — Assessment and Evaluation of Student Achievement,Official Ontario Policy & Curriculum Documents on Assessment,https://www.dcp.edu.gov.on.ca/en/curriculum/elementary-mathematics/context/assessment-and-evaluation-of-student-achievement,"The official Ontario Ministry of Education guidance on assessment and evaluation for the 2020 elementary math curriculum. Explains the four achievement chart categories (Knowledge & Understanding, Thinking, Application, Communication) and how teachers integrate learning across strands in each reporting period.",title_strong:curriculum; many_expectations:n=4
r-1481,medium,4,Ontario Curriculum Portal — Financial Literacy Cross-Curricular Planning,Official Ontario Curriculum Documents,https://www.dcp.edu.gov.on.ca/en/program-planning/cross-curricular-and-integrated-learning/financial-literacy,"Official Ontario DCP portal for planning financial literacy across subjects. Directs Grade 8 teachers to integration points for budgets, currency, and interest with other strands and subjects.",title_strong:curriculum; many_expectations:n=4
r-1296,medium,4,"Ontario Curriculum Portal — Grade 8 Strand C, C1: Patterns and Relationships",Official Ontario Curriculum Documents,https://www.dcp.edu.gov.on.ca/en/curriculum/elementary-mathematics/grades/g8-math/strand-c/c1,"Official Ontario Ministry of Education curriculum portal with detailed overall and specific expectations (C1.1–C1.4) for Grade 8 patterns, including linear growing and shrinking patterns with rational numbers, algebraic representations, and learning progressions.",title_strong:curriculum; many_expectations:n=4
r-1335,medium,4,"Ontario Curriculum Portal — Grade 8 Strand E, E2: Measurement",Official Ontario Curriculum Documents,https://www.dcp.edu.gov.on.ca/en/curriculum/elementary-mathematics/grades/g8-math/strand-e/e2,"Official Ontario Ministry portal specifying Grade 8 measurement expectations (E2.1–E2.4) — solving problems involving perimeter, circumference, and area of composite 2D shapes; surface area and volume of cylinders; the Pythagorean relationship and its applications to right triangles. Includes learning progressions.",title_strong:curriculum; many_expectations:n=4
r-1505,medium,4,Ontario Curriculum Portal — Official Mathematics Curriculum Documents (2020),Official Ontario Curriculum & Government Resources,https://www.dcp.edu.gov.on.ca/en/curriculum/elementary-mathematics/grades/,"Ontario Ministry of Education's official curriculum portal with detailed overall and specific expectations for Grade 7 Coding strand, including learning progressions and implementation guidance.",title_strong:curriculum; url_trailing_slash:/
r-2313,medium,4,Ontario Grade 7 History & Geography 4-Book Bundle,Online Platform,https://www.onthemarkpress.com/products/ontario-grade-7-history-geography-curriculum-bundle,"Comprehensive resource bundle with learning intentions, success criteria, detailed lesson plans, student resources, vocabulary lists, differentiation strategies, and web-based extension activities.",title_strong:bundle; many_expectations:n=4
r-2314,medium,4,Ontario Grade 7 History & Geography Full-Year Bundle (Super Simple Sheets),Online Platform,https://supersimplesheets.com/products/ontario-grade-7-history-geography-full-year-bundle,588 worksheets covering all Grade 7 Social Studies expectations. Fully-planned curriculum with varied activity types for differentiation and accessibility.,title_strong:bundle; many_expectations:n=5
r-1666,medium,4,"Ontario Grade 7 Math Diagnostic — ALL Strands, NEW 2020 Curriculum",Ontario Curriculum-Aligned Teacher-Created Assessment Bundles,https://www.teacherspayteachers.com/Product/Ontario-Grade-7-Math-Diagnostic-ALL-Strands-NEW-2020-Curriculum-8341409,"A start-of-year diagnostic specifically built for the NEW 2020 Ontario Grade 7 curriculum, covering all strands with answer keys and reporting templates.",title_strong:curriculum; many_expectations:n=4
r-1684,medium,4,Ontario Mathematics Curriculum Expectations Grades 1–8 (Compiled PDF),Official Ontario Curriculum Documents and Portal,https://ecampusontario.pressbooks.pub/app/uploads/sites/2156/2021/11/Ontario-Math-Curriculum-2020_Expectations_All.pdf,eCampusOntario-hosted compiled PDF of every overall and specific expectation in the 2020 Ontario Mathematics curriculum. Useful for cross-referencing D2 Probability expectations against vertically aligned strands when planning long-range Grade 8 units.,title_strong:curriculum; many_expectations:n=4
r-1279,medium,4,Ontario Mathematics Curriculum Grades 1–8 — Number Strand (AODA PDF),Official Ontario Curriculum Documents,https://assets-us-01.kc-usercontent.com/fbd574c4-da36-0066-a0c5-849ffb2de96e/08f5a14f-576a-4282-af82-096dc302ed10/Number_AODA.pdf,"Complete AODA-compliant PDF of the 2020 Ontario Mathematics Number strand, providing comprehensive overview of B1 Number Sense and B2 Operations expectations across all grades for teacher planning and vertical alignment.",title_strong:curriculum; many_expectations:n=4
r-1919,medium,4,Ontario Science Centre — Educator Resources Hub,Canadian Science Organizations,https://www.ontariosciencecentre.ca/school-programs/programs-and-activities,"Ontario Science Centre's catalogue of in-person and digital programs for Grade 7-8 classes, including chemistry workshops on matter, mixtures, and the environmental impact of everyday substances.",title_strong:hub; title_weak:resources
r-2025,medium,4,"Ontario Social Studies/History/Geography Curriculum (PDF, 2018)",Official Curriculum Documents and Portals,https://www.edu.gov.on.ca/eng/curriculum/elementary/social-studies-history-geography-2018.pdf,"Complete downloadable Ministry curriculum document containing full text of overall and specific expectations for Grade 8 Geography Strand B, including sample teacher prompts and student responses for each expectation.",title_strong:curriculum; many_expectations:n=4
r-1816,medium,4,OntarioMath.Support (French portal),Ontario French-Language Government and Ministry-Backed Platforms,https://ontariomath.support/?pg=resources&lang=FR,"Bilingual AFEMO/OAME-supported portal offering webinars and resources for the 2020 math curriculum in French, including grade-by-grade lesson plans and implementation supports.",url_root:/; url_trailing_slash:/
r-1631,medium,4,OntarioMath.Support Webinar — Coding in the Intermediate Grades (Gr 7/8),Ontario-Aligned Platforms & Webinars,https://ontariomath.support/index.php?pg=view&lang=EN&id=124,"Official Intermediate-grades webinar designed by the OntarioMath.Support team, walking teachers through Grade 7–8 coding pedagogy with worked examples and SEL connections.",url_shallow:/index.php; url_strong:/index
r-1539,medium,4,OntarioMath.Support — Coding Webinars for Intermediate Educators,Official Ontario & Ministry-Aligned Curriculum Documents,https://ontariomath.support/?pg=webinars&lang=EN,"Ministry-funded webinar series walking Ontario educators through the new intermediate coding expectations, with concrete lessons and the pedagogical framing behind them.",url_root:/; url_trailing_slash:/
r-1872,medium,4,OntarioMath.Support — Patterns & Limiting Values,Ontario-Aligned Platforms,https://ontariomath.support/?pg=results&grade=9,"Curated lessons on patterns where students examine sequences with tables and graphs, building toward the concept of limiting values and applications to practical problems. Useful as enrichment for strong Grade 8 students.",url_root:/; url_trailing_slash:/
r-2065,medium,4,Open Middle — Fraction and Decimal Problems,Problem-Based Tasks & Rich Problems,https://www.openmiddle.com/fraction-and-decimal/,"Open-ended ""use the digits 0-9 once"" tasks that push students to reason flexibly about fraction-decimal equivalence and operations — a strong fit for thinking-classroom routines.",title_weak:problems; url_shallow:/fraction-and-decimal/; url_trailing_slash:/
r-1087,medium,4,Open Middle — Fractions Problems,Enrichment and Problem-Solving,https://www.openmiddle.com/search/Fractions/,"Open Middle's collection of fraction problems that have a defined beginning and end but an open middle, encouraging multiple solution strategies. Problems range from placing fractions on number lines to creating expressions with specific sums or products, promoting number flexibility and mathematical reasoning.",title_weak:problems; url_trailing_slash:/; desc_phrase:collection of
r-1444,medium,4,Open Middle — Geometry Problems (Angles and Triangles),Problem-Solving & Enrichment Activities,https://www.openmiddle.com/interior-and-exterior-angles-of-triangles/,"Open Middle problems provide low-entry, high-ceiling tasks where students arrange digits to meet geometric constraints, developing number sense while reinforcing angle sum properties and geometric relationships.",title_weak:problems; url_shallow:/interior-and-exterior-angles-of-triangles/; url_trailing_slash:/
r-1597,medium,4,Open Middle — Geometry Problems (Grades 6-8),Teaching Activity Collections & Teacher Resources,https://www.openmiddle.com/geometry,Open-ended geometry tasks designed to encourage deeper thinking about shape properties and spatial relationships.,title_weak:problems; url_shallow:/geometry; many_expectations:n=4
r-1062,medium,4,Open Middle — Transformations Problems,Enrichment and Problem-Solving,https://www.openmiddle.com/transformations/,"Open-ended transformation problems that challenge students to think deeply about reflections, rotations, and translations, available in English, French, and Spanish with student and document camera versions.",title_weak:problems; url_shallow:/transformations/; url_trailing_slash:/
r-81,medium,4,Open Middle: Statistics and Probability Challenges,Open Middle,https://www.openmiddle.com/category/statistics-probability/,Open-ended math problems with multiple solution paths. These DOK 3 problems promote deep mathematical thinking about data analysis and probability concepts.,url_strong:/category; url_trailing_slash:/; many_expectations:n=4
r-2017,medium,4,OpenSciEd — Unit 6.6: Cells & Systems,Open Curricula and Textbooks,https://openscied.org/instructional-materials/6-6-cells-systems/,"OpenSciEd's free, NGSS-aligned cells unit anchored in the phenomenon ""How do living things heal?"" Provides ready-to-use storyline lessons, assessments, and student materials adaptable to Ontario's Grade 8 Strand B.",title_strong:unit; url_trailing_slash:/
r-31,medium,4,Parliament of Canada: Educational Resources,Parliament of Canada,https://www.parl.ca/education/,"Learn how Canada's Parliament works through interactive resources, virtual tours, and lesson plans on democracy, legislation, and civic participation.",title_weak:resources; url_shallow:/education/; url_trailing_slash:/
r-1125,medium,4,Past the Potholes – Grade 7 Data Management Graphing Unit,Teaching Units & Lesson Plans,https://teachpastthepotholes.com/product/grade-7-data-management-graphing/,"A comprehensive Grade 7 data management unit aligned to the 2020 Ontario curriculum with 3-part Google Slides lessons, practice worksheets, math centres, and assessments covering data collection through analysis.",title_strong:unit; url_trailing_slash:/
r-1126,medium,4,Past the Potholes – Grade 8 Data Management Graphing Unit,Teaching Units & Lesson Plans,https://teachpastthepotholes.com/product/grade-8-data-management-graphing/,"A comprehensive Grade 8 data management unit aligned to the 2020 Ontario curriculum with lessons on scatter plots, two-variable data, trend identification, and critically evaluating misleading statistics.",title_strong:unit; url_trailing_slash:/
r-1924,medium,4,PBS LearningMedia — Mixtures Collection,Open Educational Resources & Video Libraries,https://www.pbslearningmedia.org/subjects/science/physical-science/matter-and-interactions/mixtures/,PBS LearningMedia's curated Mixtures collection for middle-school physical science. Includes the Compound vs. Mixture and Separating Mixtures segments along with companion teacher guides aligned to Grade 7 expectations.,title_strong:collection; url_trailing_slash:/
r-1971,medium,4,"PBS LearningMedia — Weather, Climate, Water Cycle & Biomes Hub",Multimedia & Film,https://www.pbslearningmedia.org/subjects/science/earth-and-space-science/weather-and-climate/,"Searchable PBS hub with curriculum-aligned videos and interactives on weather, climate, biomes, and the water cycle — strong differentiation supports including closed captioning.",title_strong:hub; url_trailing_slash:/
r-1578,medium,4,Pearson Mathology — Grade 7 Linemasters & Curriculum Correlations,Pearson Mathology — Indigenous Resources,https://www.pearsoncanadaschool.com/mathology/linemasters-correlations/grade-7.html,Free downloadable correlation grid that lets teachers see exactly which Mathology Indigenous-authored resources align with each Grade 7 Ontario expectation — essential planning tool.,title_strong:curriculum; many_expectations:n=4
r-1579,medium,4,Pearson Mathology — Grade 8 Linemasters & Curriculum Correlations,Pearson Mathology — Indigenous Resources,https://www.pearsoncanadaschool.com/mathology/linemasters-correlations/grade-8.html,Grade 8 counterpart to the Grade 7 correlation grid; identifies which Mathology Indigenous resources support each Ontario Grade 8 expectation.,title_strong:curriculum; many_expectations:n=4
r-1567,medium,4,Place-Based Math (Siwal Si'wes Digital Library),Curriculum Bundles & Pedagogical Frameworks,https://swswlibrary.com/positive-learning-experiences/place-based-math/,"Curated digital library from Stó:lō Shxweli with land-based math activities (estimating tree height, mapping territory, salmon population sampling) suitable for intermediate grades.",title_strong:library; url_trailing_slash:/
r-1240,medium,4,Polypad (Amplify) — Virtual Manipulatives for Data,Interactive Mathematics Platforms,https://www.polypad.org/,"Virtual manipulatives platform with data tables, charting tools, and probability tiles; allows students to create multi-leveled data visualizations by dragging and dropping, with random number generators for experiments.",url_root:/; url_trailing_slash:/
r-1163,medium,4,Polypad by Amplify (Mathigon) — Virtual Manipulatives,Interactive Platforms and Digital Manipulatives,https://polypad.amplify.com/,"Free virtual manipulatives including algebra tiles, number tiles, equation editor with coordinate plotting, polygons, fraction bars and more. Useful for MTH1W visual algebra, geometry, and data work.",url_root:/; url_trailing_slash:/
r-1943,medium,4,Queen's University Library — Grade 7 Intermediate History Research Guide,Library / Curated Research Guides,https://guides.library.queensu.ca/is-history/grade7/resources,"Queen's University library guide curated specifically for Ontario Grade 7 History teachers, listing the Atlas of Canada, Britannica School, the Dictionary of Canadian Biography, CBC Digital Archives, Heritage Minutes, and more, with annotations.",title_strong:library; url_weak:/resources
r-139,medium,4,Random.org: Virtual Dice and Probability Tools,Random.org,https://www.random.org/dice/,"Free tools for generating random numbers, rolling virtual dice, and conducting probability experiments. Students can collect data from hundreds of trials instantly.",title_weak:tools; url_shallow:/dice/; url_trailing_slash:/
r-110,medium,4,RBC Future Launch: Money Basics,RBC,https://www.rbcfuturelaunch.com/resources,"Free resources helping youth build financial confidence, including modules on banking, budgeting, and planning for post-secondary education costs.",url_shallow:/resources; url_weak:/resources; many_expectations:n=4
r-2179,medium,4,Resources for Rethinking — Grade 8 Integrated Water Unit (LSF),Open Educational Resources and Sustainability Units,https://resources4rethinking.ca/en/resource/grade8-integrated-water-unit,Learning for a Sustainable Future's Ontario-aligned Grade 8 Integrated Water Unit weaving Indigenous water teachings with science-curriculum expectations on water systems sustainability.,title_strong:unit; title_weak:resources
r-163,medium,4,Resources for Teaching and Learning about Statistics,Statistical Society of Canada,https://ssc.ca/en/education/resources-elementary-and-secondary-schools,A clearinghouse site that provides a number of teaching and learning resources about statistics and data analysis.,title_weak:resources; url_weak:/resources; many_expectations:n=6
r-1748,medium,4,Rigid Transformations and Congruence,Geometry & Transformations,https://teacher.desmos.com/collection/5f8a441e06b0d9a8bd84c3d1,"Collection of activities teaching students to use sequences of rigid transformations (translations, rotations, reflections) to determine congruence. Students learn to verify that congruent figures are exactly the same through transformation sequences.",url_strong:/collection; desc_phrase:collection of
r-1316,medium,4,Sample Achievement Charts — Ontario Curriculum Portal,Official Ontario Policy & Curriculum Documents on Assessment,https://www.dcp.edu.gov.on.ca/en/assessment-evaluation/sample-achievement-charts,Official Ontario sample achievement charts showing Level 1–4 descriptors for each of the four categories. Teachers can adapt these to build strand-specific rubrics for any Grade 7–8 math task.,title_strong:curriculum; many_expectations:n=4
r-2225,medium,4,Science and Technology (2022) — Curriculum and Resources Portal,Online Platform,https://www.dcp.edu.gov.on.ca/en/curriculum/science-technology/context/strands,"Official Ontario digital curriculum portal providing access to Science and Technology curriculum documents, strand-specific resources, and expectations for Strand A including design thinking, computational thinking, and making connections between STEM and other subject areas.",title_strong:curriculum; title_weak:resources
r-2005,medium,4,Science North — Educator Resources Portal,Ontario-Aligned Platforms,https://schools.sciencenorth.ca/educator-resources,"Science North's educator portal aggregating downloadable handouts and lesson PDFs across Ontario's curriculum, including the full Grade 8 Cells offline package.",title_weak:resources; url_shallow:/educator-resources; many_expectations:n=4
r-1507,medium,4,Scratch — MIT's Free Visual Programming Language,Free Interactive Block-Based Coding Platforms,https://scratch.mit.edu/,"Industry-standard free visual programming language designed for students; features easy-to-use block interface, extensive tutorials for Grade 7 level, and large community of shared projects. Fully supports Ontario C3 coding expectations.",url_root:/; url_trailing_slash:/
r-1520,medium,4,Share My Lesson — Computer Science Resources Library,Pedagogical Resources & Lesson Plan Collections,https://sharemylesson.com/subject/computer-science,Global lesson plan sharing platform with thousands of free computer science lessons contributed by educators; curated Grade 7 coding units with student-ready materials.,title_strong:library; title_weak:resources
r-1217,medium,4,Show Me Your Math (Mi'kmaw Kina'matnewey / Lisa Lunney Borden),Indigenous-Led Math Programs & Networks,https://showmeyourmath.ca/,"Program developed with Mi'kmaw Kina'matnewey community schools that invites Indigenous students to explore math in their own cultural practices. Includes student project exemplars, inquiry prompts, and decolonizing-mathematics research — directly usable as inquiry units for Grade 7–8.",url_root:/; url_trailing_slash:/
r-1500,medium,4,"Simple and Compound Interest Unit — Financial Literacy and Coding, Grade 8",Teaching Units & Lesson Plans (TPT & Commercial),https://www.teacherspayteachers.com/Product/Simple-and-Compound-Interest-Unit-Financial-Literacy-and-Coding-Grade-8-6097781,Grade 8 unit that integrates Strand F financial literacy with Strand C3 coding. Students write simple programs to calculate and visualize interest growth — rare cross-strand resource that tackles two curriculum pressures at once.,title_strong:unit; publisher_hint:tpt
r-1476,medium,4,Stacey's Circle — Grade 7 Number Sense Unit (B. Number),Teaching Units and Lesson Plans,https://staceyscircle.com/product/grade-7-number-sense-ontario-math-unit/,"Complete Grade 7 Strand B1 Number Sense teacher unit including anchor charts, diagnostic assessment, 3-part lessons, skill practice, tickets-out-the-door, quizzes, and an editable summative assessment, explicitly aligned to Ontario 2020.",title_strong:unit; url_trailing_slash:/
r-1776,medium,4,Stacey's Circle — Grade 7 Ontario Math: Equations and Inequalities Unit,Ontario-Aligned Platforms & Teaching Units,https://staceyscircle.com/product/grade-7-ontario-math-equations-and-inequalities/,"Ontario-teacher-authored unit with Grade 7-specific lesson sequences, scaffolded practice, anchor charts, and an end-of-unit assessment — popular Ontario classroom resource available via the author's site or TPT.",title_strong:unit; url_trailing_slash:/
r-1453,medium,4,Stacey's Circle — Grade 8 Financial Literacy Ontario Math Print & Digital Unit,Ontario-Aligned Platforms and Units,https://staceyscircle.com/product/grade-8-financial-literacy-ontario-math/,"Comprehensive Ontario-aligned Grade 8 Financial Literacy unit including lessons, student practice, culminating task, and answer keys in both print and digital formats.",title_strong:unit; url_trailing_slash:/
r-2161,medium,4,STAO — Grade 8 Science Water Unit Resource,Ontario-Aligned Platforms and Networks,https://stao.ca/resource/grade-8-science-water-unit/,"Science Teachers' Association of Ontario member-curated full unit for Grade 8 Water Systems, including investigations, assessments, and Ontario-curriculum cross-references.",title_strong:unit; url_trailing_slash:/
r-2181,medium,4,STAO — Pathways to Astronomy/Space in the Revised Ontario Grade Nine Science Curriculum,Online Platform,https://stao.ca/resource/pathways-to-astronomy-space-in-the-revised-ontario-grade-nine-science-curriculum/,"Comprehensive pedagogical framework with three possible themes for Earth and Space Science, designed for academic and applied classes. Includes mental hooks, misconceptions, lessons, big ideas, and culminating activities.",title_strong:curriculum; url_trailing_slash:/
r-79,medium,4,Statistics Canada: Learning Resources,Statistics Canada,https://www150.statcan.gc.ca/n1/edu/index-eng.htm,"Official Statistics Canada educational resources including data literacy activities, infographics, and guides to understanding Canadian census and survey data.",title_weak:resources; url_strong:/index; many_expectations:n=4
r-1524,medium,4,STEM Minds — Coding Unit Plans for Grades 1-8,Unplugged & Enrichment Coding Activities,https://www.stemminds.com/product/coding-unit-plans/,"Complete Grade 7 coding unit plans including unplugged lessons (computational thinking without devices), transition to block coding, and extension projects; aligned to Ontario curriculum.",title_strong:unit; url_trailing_slash:/
r-22,medium,4,StoryJumper: Digital Book Creator,StoryJumper,https://www.storyjumper.com/,"Students create and publish their own illustrated digital books. Supports creative writing, storytelling, and digital literacy skills.",url_root:/; url_trailing_slash:/
r-1393,medium,4,Super Simple Sheets — Ontario Grade 7 Math Full Year Bundle,Comprehensive Bundles & Grade-Level Packages,https://supersimplesheets.com/products/ontario-grade-7-math-full-year-bundle,"Comprehensive grade 7 bundle with simple, clear worksheets and digital practice. Aligned to 2020 Ontario curriculum with focus on accessibility and visual clarity.",title_strong:bundle; many_expectations:n=4
r-29,medium,4,Switch Zoo: Animal Adaptations,Switch Zoo,https://www.switchzoo.com/,"Interactive games exploring animal adaptations, habitats, and classification. Students build imaginary animals and explore how physical features help animals survive.",url_root:/; url_trailing_slash:/
r-2201,medium,4,Teach Starter — Earth and Space Teaching Resources,Online Platform,https://www.teachstarter.com/us/learning-area/earth-space-us/,"Collection of ready-to-use and customizable teaching resources for earth and space topics, including visual aids and student worksheets.",title_weak:resources; url_trailing_slash:/; desc_phrase:collection of
r-2327,medium,4,Teachers Pay Teachers — Grade 7 History Ontario Search,Online Platform,https://www.teacherspayteachers.com/browse?search=grade+7+history+ontario,"Searchable marketplace with hundreds of Grade 7 Ontario history resources including lesson units, workbooks, projects, simulations, games, and assessment tools created by educators.",url_shallow:/browse; url_strong:/browse
r-1376,medium,4,Teachers Pay Teachers — Grade 7 Ontario: Solving and Graphing Linear Equations & Inequalities Unit,Teaching Units from TPT and Commercial,https://www.teacherspayteachers.com/Product/Algebra-Unit-Equations-Inequalities-C2-Grade-7-Math-unit-2020-Ontario-3502021,"Grade 7 Ontario 2020 curriculum-aligned Algebra unit covering evaluating algebraic expressions and solving/graphing linear equations and inequalities — includes 80+ Google slides, practice worksheets, review activities, and assessments.",title_strong:unit; publisher_hint:tpt
r-2193,medium,4,TED-Ed — Earth and Space Science Lessons,Online Platform,https://ed.ted.com/lessons?category=earth-and-space-science&direction=asc&sort=video-views-desc,"Database of animated TED-Ed lessons on Earth and space topics designed for classroom use, with discussion prompts and extension activities.",title_weak:lessons; url_shallow:/lessons; url_weak:/lessons
r-1935,medium,4,The Canadian Encyclopedia — Grade 7 History Resource Collection,Heritage Organizations and Encyclopedias,https://www.thecanadianencyclopedia.ca/en/article/grade-7-history,"Bilingual, Ontario-curriculum-aligned bundle of Canadian Encyclopedia entries covering every major topic in Grade 7 History Strand A, with embedded Heritage Minutes and primary source links.",title_strong:collection; many_expectations:n=4
r-1906,medium,4,"The Ontario Curriculum, Grades 1-8: Science and Technology (2022)",Official Curriculum Documents,https://www.dcp.edu.gov.on.ca/en/curriculum/elementary-science,"The official Ontario Ministry of Education curriculum portal for Grades 1-8 Science and Technology. Provides every Grade 7 Strand C overall and specific expectation, plus teacher prompts and student response samples.",title_strong:curriculum; many_expectations:n=4
r-1213,medium,4,"The Ontario Curriculum, Grades 1–8: Mathematics, 2020 (Indigenous Education & CRRP sections)",Official Ontario & Canadian Curriculum Documents,https://www.dcp.edu.gov.on.ca/en/curriculum/elementary-mathematics,"The live Ontario mathematics curriculum portal, with explicit framing around culturally responsive and relevant pedagogy (CRRP) and Indigenous Education. Teachers should read the ""Considerations for Program Planning"" section alongside any strand page.",title_strong:curriculum; many_expectations:n=4
r-1154,medium,4,"The Ontario Curriculum, Mathematics Grade 9 De-streamed (MTH1W) 2021 — with Teacher Supports",Official Curriculum Documents,https://assets-us-01.kc-usercontent.com/fbd574c4-da36-0066-a0c5-849ffb2de96e/9f57c5ea-424b-42de-9152-68b4181655de/The%20Ontario%20Curriculum%20-%20Mathematics%20Grade%209%20De-streamed%20Course%202021_with%20Teacher%20Supports.pdf,"The official Ontario Ministry of Education curriculum document for MTH1W, including overall and specific expectations plus embedded teacher supports. Foundational reference for anyone planning or teaching the course.",title_strong:curriculum; many_expectations:n=5
r-1653,medium,4,theLearningExchange — Gap Closing (Educator Hub),EduGAINS / Gap Closing Diagnostics,https://math.thelearningexchange.ca/educator-resources/gap-closing/,"The Learning Exchange's educator portal hosts the Gap Closing materials with classroom video exemplars, useful PD complement when adopting the diagnostics with Grade 7 students for the first time.",title_strong:hub; url_trailing_slash:/
r-1602,medium,4,Tinkercad — 3D Shape Design & Geometry,Interactive Virtual Environments & 3D Exploration,https://www.tinkercad.com/,Free 3D design tool for students to create and explore geometric shapes with emphasis on spatial understanding.,url_root:/; url_trailing_slash:/
r-1153,medium,4,"TPT – Grade 8 Ontario Math: Algebra, Patterning and Coding (2020 Curriculum)",Interactive Math Platforms with Coding Features,https://www.teacherspayteachers.com/Product/Grade-8-Ontario-Math-Algebra-Patterning-and-Coding-2020-Curriculum-7392711,"Full unit covering all Grade 8 Algebra expectations including patterning, equations, and coding. Includes Algebra Jeopardy, Adventure Hunt, Task Cards, and Math Tic-Tac-Toe activities.",title_strong:curriculum; many_expectations:n=4
r-1066,medium,4,TPT — Grade 8 Spatial Sense Complete Unit (Ontario 2020),Teaching Units and Workbooks,https://www.teacherspayteachers.com/Product/Grade-8-New-Ontario-Math-2020-Spatial-Sense-GOOGLE-PDF-INCLUDED-7467309,"Complete lesson and workbook bundle for Grade 8 Spatial Sense aligned to the Ontario 2020 curriculum, covering tessellations, scale factor, Pythagorean theorem, circles, and volume.",title_strong:unit; many_expectations:n=4
r-1182,medium,4,Tuva Labs – Data Literacy Platform,Interactive Data Analysis Platforms,https://tuvalabs.com/,Data literacy platform with curated datasets and interactive graphing tools. Free tier provides 15 datasets; Premium offers 800+ lessons. Helps students visualize how mean and median respond to data changes.,url_root:/; url_trailing_slash:/
r-2447,medium,4,TVO Learn — Grade 8 FSL Learning Activity 21: La richesse du français,TVO Learn — Grade 8 FSL Learning Activities,https://tvolearn.com/pages/grade-8-french-as-a-second-language-learning-activity-21,"Students explore the wide variety of French accents and expressions through a video, reflecting on the richness this brings to the language.",desc_phrase:variety of; desc_phrase:explore the
r-36,medium,4,Tween Tribune: Student News,Smithsonian,https://www.tweentribune.com/,Daily news articles written for students with comprehension questions and writing prompts. Articles available at multiple Lexile levels.,url_root:/; url_trailing_slash:/
r-2032,medium,4,UNHCR Operational Data Portal,Global Settlement and Migration Data Tools,https://data.unhcr.org/,"UN Refugee Agency live operational dashboard with up-to-date refugee, asylum-seeker, and IDP figures by country and situation, supporting student inquiry on push factors and forced migration.",url_root:/; url_trailing_slash:/
